0	2.76816	0
0.010101	2.75649	0.0275621
0.020202	2.74415	0.0543174
0.030303	2.73107	0.0802519
0.040404	2.71722	0.105351
0.0505051	2.70254	0.129598
0.0606061	2.68698	0.152978
0.0707071	2.67049	0.175472
0.0808081	2.65302	0.197061
0.0909091	2.6345	0.217727
0.10101	2.61488	0.237449
0.111111	2.59409	0.256206
0.121212	2.57207	0.273977
0.131313	2.54877	0.290738
0.141414	2.52411	0.306468
0.151515	2.49803	0.321142
0.161616	2.47045	0.334737
0.171717	2.44131	0.347229
0.181818	2.41054	0.358593
0.191919	2.37807	0.368806
0.20202	2.34383	0.377844
0.212121	2.30774	0.385683
0.222222	2.26974	0.3923
0.232323	2.22975	0.397675
0.242424	2.18772	0.401785
0.252525	2.14357	0.404613
0.262626	2.09725	0.406141
0.272727	2.0487	0.406354
0.282828	1.99786	0.405239
0.292929	1.94469	0.402787
0.30303	1.88914	0.398992
0.313131	1.83118	0.393851
0.323232	1.77079	0.387365
0.333333	1.70793	0.379541
0.343434	1.64262	0.370389
0.353535	1.57483	0.359925
0.363636	1.5046	0.348172
0.373737	1.43194	0.335156
0.383838	1.35688	0.320912
0.393939	1.27949	0.30548
0.40404	1.19982	0.288906
0.414141	1.11794	0.271245
0.424242	1.03396	0.252556
0.434343	0.947975	0.232907
0.444444	0.860104	0.212371
0.454545	0.77048	0.191028
0.464646	0.67925	0.168964
0.474747	0.586572	0.146269
0.484848	0.492615	0.123041
0.494949	0.397559	0.0993795
0.505051	0.301592	0.0753903
0.515152	0.204912	0.0511808
0.525253	0.107719	0.0268611
0.535354	0.010222	0.00254271
0.545455	-0.0873711	-0.0216622
0.555556	-0.18485	-0.0456419
0.565657	-0.282005	-0.0692855
0.575758	-0.37863	-0.0924845
0.585859	-0.474523	-0.115133
0.59596	-0.569489	-0.137128
0.606061	-0.66334	-0.158373
0.616162	-0.755896	-0.178774
0.626263	-0.846989	-0.198244
0.636364	-0.936462	-0.216702
0.646465	-1.02417	-0.234072
0.656566	-1.10998	-0.250287
0.666667	-1.19378	-0.265284
0.676768	-1.27546	-0.279011
0.686869	-1.35493	-0.291418
0.69697	-1.43212	-0.302467
0.707071	-1.50695	-0.312123
0.717172	-1.5794	-0.32036
0.727273	-1.64941	-0.327156
0.737374	-1.71697	-0.332497
0.747475	-1.78206	-0.336375
0.757576	-1.84469	-0.338785
0.767677	-1.90485	-0.339729
0.777778	-1.96259	-0.339212
0.787879	-2.01791	-0.337244
0.79798	-2.07085	-0.333838
0.808081	-2.12147	-0.329011
0.818182	-2.1698	-0.32278
0.828283	-2.2159	-0.315168
0.838384	-2.25983	-0.306199
0.848485	-2.30164	-0.295896
0.858586	-2.34141	-0.284285
0.868687	-2.3792	-0.271395
0.878788	-2.41508	-0.257253
0.888889	-2.44911	-0.241887
0.89899	-2.48136	-0.225325
0.909091	-2.51192	-0.207596
0.919192	-2.54084	-0.188729
0.929293	-2.56819	-0.16875
0.939394	-2.59405	-0.147687
0.949495	-2.61848	-0.125567
0.959596	-2.64155	-0.102417
0.969697	-2.66331	-0.0782608
0.979798	-2.68384	-0.0531237
0.989899	-2.7032	-0.0270292
1	-2.72144	0
